Name ,  RA , Decl , ERR , T100 , T90 , UTT(Trigger) , UTPrecSec , T1 , T2 , Tfluence , Alpha , Beta , Epeak , Fluence , emin, emax,  z , f , epsilon1 , epsilon2 , AlphaNu , BetaNu , GammaNu ,A2Alt, A2Az,A3Alt, A3Az
140113A,75.63,3.18,9.99,68.87,68.87,1/13/14 4:23,0.474,-5.89,62.98,68.87,1.05,2.25,205,2.65E-06,0.008,1,2.15,1.66E-15,0.74,3.17,0.75,1.95,3.95,-3.008514,6.96592,-3.020789,345.352313
130929B,200.93,2.8,19.67,2.3,2.3,9/29/13 9:00,0.006,-2.24,0.06,2.3,1.05,2.25,205,3.23E-07,0.008,1,2.15,2.02E-16,0.74,3.17,0.75,1.95,3.95,-2.915404,167.459902,-2.880814,145.839583
150412A,186.79,2.91,17.59,0.58,0.58,4/12/15 12:10,0.742,-0.13,0.45,0.58,1.05,2.25,205,1.30E-07,0.008,1,0.5,2.00E-17,2.1,3.26,0.75,2.75,4.75,-2.811497,273.675697,-2.879606,252.057653
160314C,161.99,2.83,19.99,1.66,1.66,3/14/16 11:21,0.488,-0.7,0.96,1.66,1.05,2.25,205,1.32E-07,0.008,1,0.5,2.04E-17,2.1,3.26,0.75,2.75,4.75,-2.679639,289.05273,-2.749609,267.435608
141206A,320.56,2.42,9.29,4.61,4.61,12/6/14 6:05,0.71,-1.28,3.33,4.61,1.05,2.25,205,5.37E-07,0.008,1,2.15,3.36E-16,0.74,3.17,0.75,1.95,3.95,-2.506843,264.044806,-2.571279,242.426354
140331A,134.864,2.717,0.0003,233.86,209,3/31/14 5:49,0,87.28,321.14,233.86,2.01,3.01,200,6.70E-07,0.015,0.15,2.15,4.35E-16,0.35,3.17,-0.01,0.99,2.99,-2.49476,328.780812,-2.54702,307.165625
160301A,114.4,2.29,3.48,29.69,29.69,3/1/16 5:10,0.519,0.26,29.95,29.69,1.05,2.25,205,5.94E-06,0.008,1,2.15,3.72E-15,0.74,3.17,0.75,1.95,3.95,-2.063633,347.302465,-2.098387,325.687436
140906C,314.961,1.939,0.1703,0.128,0.16,9/6/14 23:51,0.815,0,0.128,0,1,2,1000,1.00E-05,0.01,10,0.5,4.76E-15,0.31,2.1,1,2,4,-1.97174,81.061948,-1.908816,59.445751
130404A,30.75,1.54,7.24,3.33,3.33,4/4/13 10:15,0.052,-1.54,1.79,3.33,1.05,2.25,205,8.43E-07,0.008,1,2.15,5.27E-16,0.74,3.17,0.75,1.95,3.95,-1.771675,153.806295,-1.723695,132.187502
160215A,356.79,1.73,3.44,141.32,141.32,2/15/16 18:33,0.387,54.27,195.59,141.32,1.05,2.25,205,5.04E-05,0.008,1,2.15,3.15E-14,0.74,3.17,0.75,1.95,3.95,-1.679484,43.109633,-1.648743,21.494224
141230A,56.98,1.59,3.86,9.86,9.86,12/30/14 3:24,0.637,0,9.86,5.1,1.51,3.51,75,1.20E-06,0.01,1,2.15,5.64E-16,0.63,3.17,-0.51,1.49,3.49,-1.452256,17.292873,-1.451977,355.677411
130913A,341.96,1.294,0.0507,10,10,9/13/13 0:28,0,-2,8,10,0.9,1.9,200,1.30E-07,0.015,0.15,2.15,1.48E-15,0.35,3.17,1.1,2.1,4.1,-1.379049,92.585283,-1.311261,70.968457
140102A,211.919,1.333,0.0003,132.22,10.496,1/2/14 21:17,0.245,0,132.22,10.496,1.05,2.68,185,2.00E-05,0.02,10,2.15,1.37E-14,0.6,3.17,0.32,1.95,3.95,-1.29953,259.97536,-1.361861,238.357382
150806A,106.85,1.01,2.8,85.25,85.25,8/6/15 8:21,0.96,-1.28,83.97,85.25,1.05,2.25,205,6.69E-06,0.008,1,2.15,4.19E-15,0.74,3.17,0.75,1.95,3.95,-1.121694,136.767208,-1.06088,115.149309
140906B,185.84,0.98,1.6,20.74,20.74,9/6/14 10:18,0.364,1.02,21.76,23,1.4,3.4,330,9.91E-06,0.01,1,2.15,1.35E-14,0.21,3.17,-0.4,1.6,3.6,-1.073175,155.786732,-1.026985,134.16853
150822A,144.46,0.85,5.4,13.31,13.31,8/22/15 4:16,0.524,-0.51,12.8,13.31,1.05,2.25,205,2.58E-06,0.008,1,2.15,1.61E-15,0.74,3.17,0.75,1.95,3.95,-0.924277,220.170287,-0.95175,198.551995
150426B,283.52,0.65,3.25,61.7,61.7,4/26/15 22:59,0.683,-45.57,16.13,61.7,1.05,2.25,205,6.18E-06,0.008,1,2.15,3.87E-15,0.74,3.17,0.75,1.95,3.95,-0.854589,194.009735,-0.850856,172.391457
150906A,212.04,1.09,5.19,0.32,0.32,9/6/15 22:38,0.307,-0.26,0.06,0.128,0.6,2.6,597,4.94E-07,0.01,1,0.5,4.13E-16,0.52,2.1,0.4,2.4,4.4,-0.830368,356.543429,-0.854911,334.927156
140311A,209.305,0.642,0.0003,88.192,71.4,3/11/14 21:05,0,-4.456,83.736,88.192,1.67,2.67,200,2.30E-06,0.015,0.15,4.95,2.33E-14,0.1,1.68,0.33,1.33,3.33,-0.75535,193.43479,-0.750916,171.816635
130725A,230.06,0.624,0.0253,113.23,101.8,7/25/13 11:37,0,-9.83,103.4,113.23,1.6,2.6,200,9.70E-07,0.015,0.15,2.15,1.45E-15,0.35,3.17,0.4,1.4,3.4,-0.71766,222.302221,-0.74751,200.684173
160224A,319.87,0.75,9.41,0.38,0.38,2/24/16 21:51,0.871,-0.06,0.32,0.38,1.05,2.25,205,1.21E-07,0.008,1,0.5,1.86E-17,2.1,3.26,0.75,2.75,4.75,-0.702285,307.72164,-0.767796,286.104719
150106A,40.83,0.31,13.14,79.88,79.88,1/6/15 22:05,0.248,-2.82,77.06,79.88,1.05,2.25,205,1.02E-06,0.008,1,2.15,6.35E-16,0.74,3.17,0.75,1.95,3.95,-0.316078,73.081172,-0.258025,51.464131
130324A,255.43,0.05,6.03,37.76,37.76,3/24/13 1:00,0.747,-6.27,31.49,37.76,1.05,2.25,205,1.90E-06,0.008,1,2.15,1.19E-15,0.74,3.17,0.75,1.95,3.95,-0.216136,168.532505,-0.182694,146.915054
130903A,82.133,-0.125,0.0152,77.54,70,9/3/13 0:47,0,0,77.54,70,0.7,2.7,41,2.00E-06,0.01,1,2.15,3.91E-16,1.72,3.17,0.3,2.3,4.3,-0.066222,197.854149,-0.067185,176.23683
160127A,225.982,0.073,0.0003,7.14,6.16,1/27/16 8:43,0,-1.44,5.7,7.14,0.99,2.99,25.6,3.30E-07,0.015,0.15,2.15,4.66E-17,2.75,3.17,0.01,2.01,4.01,0.024592,79.035421,0.086392,57.418152
130502A,138.569,-0.123,0.0003,3.71,3.33,5/2/13 17:50,0.741,-0.51,3.2,3.264,1,3,83,5.00E-07,0.01,1,2.15,2.40E-16,0.85,3.17,0,2,4,0.087778,120.015798,0.15601,98.398594
141028A,322.7,-0.28,0.4,31.48,31.48,10/28/14 10:54,0.783,6.66,38.14,31.7,0.71,1.93,249.9,3.48E-05,0.01,1,1.82,1.91E-14,1.01,3.54,1.07,2.29,4.29,0.094424,232.194144,0.054139,210.576981
130708A,17.474,0.003,0.0162,15.08,-,7/8/13 11:43,0,0,15.08,0,0.9,2.9,158,2.30E-06,0.01,1,2.15,2.86E-15,0.45,3.17,0.1,2.1,4.1,0.095693,24.99809,0.105355,3.380731
150608A,13.389,-0.213,0.0608,5.586,-,6/8/15 11:45,0,0,5.586,5.586,1.56,3.56,209,2.40E-05,0.02,10,2.15,1.90E-14,0.34,3.17,-0.56,1.44,3.44,0.251302,50.392422,0.289768,28.774909
150613A,106.13,-0.46,5.96,27.4,27.4,6/13/15 10:04,0.008,-4.1,23.3,27.4,1.05,2.25,205,2.61E-06,0.008,1,2.15,1.63E-15,0.74,3.17,0.75,1.95,3.95,0.305283,163.521084,0.34397,141.904177
160525A,103.575,-0.199,0.0345,64,64,5/25/16 1:33,0,0,64,64,2.58,3.58,200,1.90E-07,0.015,0.15,2.15,5.27E-17,0.35,3.17,-0.58,0.42,2.42,0.337841,306.91428,0.271989,285.296916
160117A,20.367,-0.677,0.0182,155,118.58,1/17/16 10:13,0,-46,109,155,2.14,3.14,200,3.10E-06,0.015,0.15,2.15,1.65E-15,0.35,3.17,-0.14,0.86,2.86,0.451463,220.580482,0.423529,198.963735
130313A,236.438,-0.355,0.0263,0.25,0.26,3/13/13 16:08,0,-0.02,0.23,0.25,1.37,2.37,1000,3.10E-08,0.015,0.15,0.5,8.95E-17,0.31,2.1,0.63,1.63,3.63,0.470805,292.814916,0.401145,271.197625
140628A,40.672,-0.378,0.0101,12.36,10.5,6/28/14 13:35,0,-1.24,11.12,12.36,1.56,2.56,200,1.30E-06,0.015,0.15,2.15,2.14E-15,0.35,3.17,0.44,1.44,3.44,0.48166,30.083861,0.49743,8.466041
140624A,23.16,-0.56,4.57,0.1,0.1,6/24/14 10:08,0.895,-0.08,0.02,0.1,1.05,2.25,205,2.42E-07,0.008,1,0.5,3.73E-17,2.1,3.26,0.75,2.75,4.75,0.555908,68.395602,0.61057,46.777919
141109A,144.531,-0.608,0.0003,323.15,94,11/9/14 5:49,0,0,323.15,94,1.24,3.24,191,1.37E-05,0.01,10,1.67,7.59E-15,0.51,3.73,-0.24,1.76,3.76,0.58489,118.618686,0.653483,97.0016
140918A,356.18,-0.54,17.25,165.63,165.63,9/18/14 9:06,0.076,-3.84,161.79,165.63,1.05,2.25,205,2.12E-06,0.008,1,2.15,1.33E-15,0.74,3.17,0.75,1.95,3.95,0.623018,332.363611,0.57377,310.745854
130830A,142.97,-0.55,7.71,83.97,83.97,8/30/13 20:44,0.549,-2.05,81.92,83.97,1.05,2.25,205,1.89E-06,0.008,1,2.15,1.18E-15,0.74,3.17,0.75,1.95,3.95,0.761071,322.437503,0.703982,300.819747
161004A,263.152,-0.951,0.0003,1.17,1.08,10/4/16 12:58,0,-0.11,1.06,1.17,1.26,2.26,1000,9.50E-08,0.015,0.15,0.5,4.14E-16,0.31,2.1,0.74,1.74,3.74,0.7746,164.807445,0.811967,143.191027
141005B,267.29,-1.09,19.56,11.26,11.26,10/5/14 12:49,0.621,-1.28,9.98,11.26,1.05,2.25,205,7.18E-07,0.008,1,2.15,4.49E-16,0.74,3.17,0.75,1.95,3.95,0.902469,170.577857,0.933694,148.961624
131006B,139.36,-0.87,5.86,41.99,41.99,10/6/13 20:09,0.707,-4.1,37.89,41.99,1.05,2.25,205,1.84E-06,0.008,1,2.15,1.15E-15,0.74,3.17,0.75,1.95,3.95,0.996234,291.121699,0.926397,269.504379
131029B,110.28,-1.37,5.79,50.95,50.95,10/29/13 23:45,0.933,-7.94,43.01,50.95,1.05,2.25,205,4.49E-06,0.008,1,2.15,2.81E-15,0.74,3.17,0.75,1.95,3.95,1.208339,185.227037,1.222701,163.611254
140818B,271.136,-1.386,0.0003,23.71,20.99,8/18/14 18:44,0.703,-4.61,19.1,26.64,1.7,2.7,200,1.60E-06,0.01,1,2.15,9.79E-16,0.35,3.17,0.3,1.3,3.3,1.251125,132.923397,1.314127,111.306843
130305B,73.32,-1.56,1.76,118.53,118.53,3/5/13 12:37,0.722,1.28,119.81,118.53,1.05,2.25,205,1.52E-06,0.008,1,2.15,9.52E-16,0.74,3.17,0.75,1.95,3.95,1.355933,190.32168,1.364153,168.706094
150220A,135.496,-1.597,0.1577,155.692,144.65,2/20/15 14:21,0.6,1.02,156.712,47.1,0.97,2.41,170.8,2.72E-05,0.01,1,2.15,1.52E-14,0.8,3.17,0.59,2.03,4.03,1.565951,239.797393,1.518442,218.18154
131031A,29.618,-1.603,0.0405,15.708,7.43,10/31/13 11:33,0.822,-0.26,15.448,7.421,0.8,2.3,92.1,4.30E-06,0.01,1,2.15,8.75E-16,1.66,3.17,0.7,2.2,4.2,1.58726,286.182186,1.517257,264.564978
131231A,10.59,-1.653,0.0001,36.993,31.23,12/31/13 4:45,0.083,13.31,50.303,55.997,1.1,2.14,146,2.51E-06,0.01,1,0.642,8.92E-17,4.18,6.07,0.86,1.9,3.9,1.696496,309.374489,1.631724,287.756479
140129A,37.891,-1.595,0.0001,3.37,2.99,1/29/14 3:23,0,1.25,4.62,3.37,2.08,3.08,200,1.30E-07,0.015,0.15,2.15,7.56E-17,0.35,3.17,-0.08,0.92,2.92,1.696761,328.469789,1.644247,306.851201
150520A,128.53,-1.63,9.87,15.61,15.61,5/20/15 21:25,0.19,-1.79,13.82,15.61,1.05,2.25,205,9.39E-07,0.008,1,2.15,5.88E-16,0.74,3.17,0.75,1.95,3.95,1.834638,38.827064,1.860593,17.207729
140724A,314.73,-1.85,28.68,0.9,0.9,7/24/14 12:47,0.975,-0.26,0.64,0.9,1.05,2.25,205,1.27E-07,0.008,1,0.5,1.96E-17,2.1,3.26,0.75,2.75,4.75,1.855586,290.507183,1.7857,268.889812
160503A,0.54,-1.93,0.52,59.39,59.39,5/3/16 13:36,0.008,-2.3,57.09,33.8,1.28,3.28,138.7,2.15E-06,0.01,1,2.15,1.53E-15,0.51,3.17,-0.28,1.72,3.72,1.976524,44.436405,2.008711,22.817004
130905A,275.89,-2.31,2.18,21.25,21.25,9/5/13 9:02,0.457,-0.26,20.99,21.25,1.05,2.25,205,4.44E-06,0.008,1,2.15,2.78E-15,0.74,3.17,0.75,1.95,3.95,2.283535,265.587669,2.218385,243.97144
140719B,39.731,-2.384,0.0172,66,53,7/19/14 20:49,0.68,-17,49,66,1.8,2.8,200,1.30E-06,0.015,0.15,2.15,1.24E-15,0.35,3.17,0.2,1.2,3.2,2.287337,259.648093,2.225189,238.032126
150922A,292.96,-2.25,6.76,1.084,0.15,9/22/15 5:37,0.076,-0.02,1.064,0.064,0.17,2.17,393,7.94E-07,0.02,10,0.5,2.56E-16,0.79,2.1,0.83,2.83,4.83,2.351551,317.721972,2.291324,296.103288
130815B,112.37,-2.15,1,37.89,37.89,8/15/13 15:50,0.217,1.28,39.17,37.89,1.05,2.25,205,1.18E-05,0.008,1,2.15,7.36E-15,0.74,3.17,0.75,1.95,3.95,2.357114,20.312544,2.361078,358.692427
141003B,137.64,-2.21,7.02,7.42,7.42,10/3/14 18:55,0.199,-1.79,5.63,7.42,1.05,2.25,205,1.34E-06,0.008,1,2.15,8.41E-16,0.74,3.17,0.75,1.95,3.95,2.395347,311.279065,2.331494,289.660642
130527B,175.79,-2.52,3.08,27.78,27.78,5/27/13 15:02,0.542,-0.9,26.88,27.78,1.05,2.25,205,1.09E-05,0.008,1,2.15,6.82E-15,0.74,3.17,0.75,1.95,3.95,2.408251,174.780103,2.4348,153.165605
130803A,220.253,-2.492,0.0003,48.09,7.62,8/3/13 10:02,0.753,-3.33,44.76,5.9,0.85,2.85,141.6,2.50E-06,0.01,1,2.15,2.82E-15,0.5,3.17,0.15,2.15,4.15,2.419571,227.257973,2.38436,205.643274
131127B,304.839,-2.83,0.9323,21.76,21.76,11/27/13 14:12,0.678,0,21.76,20.483,1.05,2.24,181.7,3.85E-05,0.01,1,2.15,2.02E-14,0.84,3.17,0.76,1.95,3.95,2.648676,134.994365,2.710533,113.378662
131117B,213.27,-2.47,2.13,93.95,93.95,11/17/13 18:23,0.457,-1.79,92.16,93.95,1.05,2.25,205,1.44E-05,0.008,1,2.15,9.00E-15,0.74,3.17,0.75,1.95,3.95,2.719596,350.302722,2.688068,328.682532
160226A,92.3,-2.87,6.07,105.47,105.47,2/26/16 21:54,0.28,-2.05,103.42,105.47,1.05,2.25,205,4.97E-06,0.008,1,2.15,3.11E-15,0.74,3.17,0.75,1.95,3.95,2.919773,77.443898,2.980634,55.824877
131004A,296.113,-2.959,0.0003,2.05,1.54,10/4/13 21:41,0,-0.25,1.8,0.77,1.75,2.75,200,6.20E-07,0.01,1,0.717,5.10E-17,1.19,5.81,0.25,1.25,3.25,2.995189,67.008009,3.048775,45.388393
150911B,355.28,-2.9,7.32,41.73,41.73,9/11/15 7:32,0.363,-18.43,23.3,41.73,1.05,2.25,205,2.80E-06,0.008,1,2.15,1.75E-15,0.74,3.17,0.75,1.95,3.95,2.999787,1.956132,2.981535,340.335363
130722A,260.652,-2.973,0.0002,55.191,55.191,7/22/13 8:20,0.378,0,55.191,55.191,0.92,2.92,179,2.35E-05,0.02,10,2.15,3.10E-14,0.39,3.17,0.08,2.08,4.08,3.09188,305.275179,3.025374,283.656773
130822A,27.922,-3.209,0.0004,0.048,0.04,8/22/13 15:54,0,-0.004,0.044,0.048,1.64,2.64,1000,1.30E-08,0.015,0.15,0.154,6.19E-18,0.52,2.73,0.36,1.36,3.36,3.198228,288.104095,3.128228,266.486787
150127B,140.184,-3.205,0.242,84.616,60.93,1/27/15 14:08,0.677,2.56,87.176,79,1.08,2.8,240,1.99E-05,0.01,1,2.15,2.20E-14,0.43,3.17,0.2,1.92,3.92,3.277626,271.429082,3.210204,249.812914
150506C,29.25,-3.37,15.95,0.38,0.38,5/6/15 23:19,0.198,-0.19,0.19,0.38,1.05,2.25,205,3.13E-07,0.008,1,0.5,4.82E-17,2.1,3.26,0.75,2.75,4.75,3.346655,284.828872,3.276697,263.211793
150507A,19.13,-3.8,1.35,63.49,63.49,5/7/15 0:37,0.216,24.83,88.32,63.49,1.05,2.25,205,1.52E-05,0.008,1,2.15,9.51E-15,0.74,3.17,0.75,1.95,3.95,3.672698,255.096735,3.613303,233.481858
141112B,78.31,-4,7.42,63.75,63.75,11/12/14 19:52,0.846,-6.66,57.09,63.75,1.05,2.25,205,2.10E-06,0.008,1,2.15,1.32E-15,0.74,3.17,0.75,1.95,3.95,3.804227,198.325555,3.802685,176.712971
161218A,245.25,-4.113,0.0101,19.5,7,12/18/16 3:47,0.97,0,19.5,10.496,0.28,3.4,128,1.24E-05,0.02,10,2.15,9.62E-15,0.82,3.17,-0.4,2.72,4.72,3.987171,211.093006,3.970198,189.480492
140723A,210.63,-3.73,0.35,56.32,45,7/23/14 1:36,0.357,0,56.32,33.024,1.1,3.1,1142,2.30E-05,0.02,10,2.15,1.40E-13,0.06,3.17,-0.1,1.9,3.9,3.987377,355.67799,3.961842,334.056223
140526A,131.23,-4.15,3.71,79.11,79.11,5/26/14 10:47,0.839,0.51,79.62,79.11,1.05,2.25,205,6.79E-06,0.008,1,2.15,4.25E-15,0.74,3.17,0.75,1.95,3.95,4.0238,195.412415,4.025817,173.800101
131011A,32.526,-4.412,0.0011,77.05,77.05,10/11/13 17:47,0.987,-4.62,72.43,28,0.79,2,220,6.60E-05,0.01,1,2.15,4.43E-14,0.87,3.17,1,2.21,4.21,4.190074,215.032457,4.168475,193.420086
130518C,289.72,-4.15,2.7,3.45,3.45,5/18/13 13:13,0.614,0.13,3.58,3.45,1.05,2.25,205,1.76E-06,0.008,1,2.15,1.10E-15,0.74,3.17,0.75,1.95,3.95,4.278624,324.928505,4.223349,303.308073
150418A,159.791,-4.326,0.0608,29,29,4/18/15 0:52,0,0,29,29,2.24,3.24,200,2.94E-06,0.01,10,2.15,8.79E-16,0.35,3.17,-0.24,0.76,2.76,4.529012,50.843283,4.567934,29.221416
131229A,85.232,-4.396,0.0002,28.04,12,12/29/13 6:39,0.971,-6,22.04,13.056,0.65,2.65,352,2.45E-05,0.02,10,2.15,8.91E-14,0.2,3.17,0.35,2.35,4.35,4.581554,357.358759,4.557942,335.736254
150213A,95.29,-4.85,1,4.1,4.1,2/13/15 0:01,0.704,0.48,4.58,4.1,1.1,2.6,57.8,2.78E-05,0.01,1,2.15,4.03E-15,1.99,3.17,0.4,1.9,3.9,4.951501,62.037014,5.00098,40.415464
160607A,13.667,-4.949,0.0003,57.97,33.4,6/7/16 11:14,0,-13.89,44.08,38.912,0.68,2.51,176,4.12E-05,0.02,10,2.15,2.42E-14,0.78,3.17,0.49,2.32,4.32,4.959599,58.807033,5.006209,37.185241
130628A,6.29,-5.07,1.71,24.25,2.4,6/28/13 12:44,0.634,-5,19.25,28.7,1.51,3.51,128,9.90E-06,0.01,1,2.15,7.32E-15,0.37,3.17,-0.51,1.49,3.49,5.180975,8.376,5.170393,346.752494
131030A,345.067,-5.368,0.0002,149.41,41.1,10/30/13 20:56,0,-6.04,143.37,27.904,0.71,2.95,177,6.60E-05,0.02,10,1.293,1.77E-14,1.18,4.35,0.05,2.29,4.29,5.252823,101.562573,5.322513,79.944714
160409A,289.705,-5.39,0.0304,24.832,35,4/9/16 5:54,0.43,0,24.832,24.832,0.68,2.68,209,1.80E-05,0.02,10,2.15,3.43E-14,0.34,3.17,0.32,2.32,4.32,5.284283,113.171093,5.353898,91.554549
130513A,144.775,-5.244,0.0203,50,50,5/13/13 7:38,0,0,50,50,1,2,200,1.00E-06,0.02,0.2,2.15,6.25E-15,0.35,3.17,1,2,4,5.305137,268.902224,5.238613,247.287
150801B,82.966,-5.389,0.0003,464.1,426,8/1/15 22:41,0,-30.16,433.94,464.1,1.84,2.84,200,3.10E-06,0.015,0.15,2.15,2.73E-15,0.35,3.17,0.16,1.16,3.16,5.35341,262.16952,5.289903,240.555028
150303A,114.81,-5.54,5.12,4.87,4.87,3/3/15 12:22,0.372,-0.26,4.61,4.87,1.05,2.25,205,6.25E-07,0.008,1,2.15,3.91E-16,0.74,3.17,0.75,1.95,3.95,5.480065,238.016093,5.434176,216.403907
130504B,347.952,-5.739,0.228,5,0.43,5/4/13 7:31,0.723,0,5,0.512,0.42,3.4,1300,6.01E-06,0.01,1,2.15,1.54E-13,0.08,3.17,-0.4,2.58,4.58,5.564163,122.493598,5.631651,100.878187
161113A,179.795,-5.309,0.0004,64.76,42.6,11/13/16 17:30,0,0.12,64.88,64.76,1.73,2.73,200,1.50E-06,0.015,0.15,2.15,1.66E-15,0.35,3.17,0.27,1.27,3.27,5.570256,333.836894,5.522302,312.214703
131030C,186.29,-5.34,4.28,27.39,27.39,10/30/13 18:59,0.772,-2.56,24.83,27.39,1.05,2.25,205,3.51E-06,0.008,1,2.15,2.20E-15,0.74,3.17,0.75,1.95,3.95,5.582488,331.968834,5.532897,310.346788
131127C,49.4,-5.67,4.07,59.65,59.65,11/27/13 11:31,0.589,0.77,60.42,59.65,1.05,2.25,205,4.24E-06,0.008,1,2.15,2.66E-15,0.74,3.17,0.75,1.95,3.95,5.652741,279.969562,5.583265,258.353176
140327A,283.12,-6.15,5.31,11.52,11.52,3/27/14 1:33,0.848,-4.86,6.66,11.52,1.05,2.25,205,8.79E-07,0.008,1,2.15,5.50E-16,0.74,3.17,0.75,1.95,3.95,5.942606,185.329905,5.956842,163.719811
151026A,228.04,-6.13,5.42,53.24,53.24,10/26/15 4:03,0.559,-2.3,50.94,53.24,1.05,2.25,205,1.80E-06,0.008,1,2.15,1.12E-15,0.74,3.17,0.75,1.95,3.95,6.098733,242.93553,6.048479,221.323479
151027B,76.219,-6.45,0.0003,96,80,10/27/15 22:40,0,1,97,96,1.83,2.83,200,1.50E-06,0.015,0.15,4.063,5.96E-15,0.14,1.97,0.17,1.17,3.17,6.242832,169.986752,6.274699,148.376352
160726A,98.809,-6.617,0.0132,0.86,0.7,7/26/16 1:34,0.72,-0.06,0.8,0,0.65,2.65,424,1.50E-06,0.02,10,0.5,5.04E-16,0.73,2.1,0.35,2.35,4.35,6.540236,240.977795,6.491676,219.366319
131214A,183.94,-6.34,1,80.06,80.06,12/14/13 16:55,0.596,2.05,82.11,80.06,1.05,2.25,205,7.22E-05,0.008,1,2.15,4.52E-14,0.74,3.17,0.75,1.95,3.95,6.554483,316.306645,6.493391,294.685497
150705B,66.54,-6.62,12.6,0.64,0.64,7/5/15 14:07,0.608,-0.26,0.38,0.64,1.05,2.25,205,1.93E-07,0.008,1,0.5,2.98E-17,2.1,3.26,0.75,2.75,4.75,6.729537,41.391809,6.758373,19.767027
140825C,264.49,-6.92,16.32,16.39,16.39,8/25/14 23:30,0.876,-13.06,3.33,16.39,1.05,2.25,205,9.95E-07,0.008,1,2.15,6.23E-16,0.74,3.17,0.75,1.95,3.95,7.052081,47.548598,7.087593,25.923878
140404C,101.81,-6.95,2.59,22.78,22.78,4/4/14 21:36,0.62,-1.02,21.76,22.78,1.05,2.25,205,4.55E-06,0.008,1,2.15,2.85E-15,0.74,3.17,0.75,1.95,3.95,7.081541,54.514903,7.124109,32.890739
160131A,78.168,-7.05,0.0004,774.52,325,1/31/16 8:20,0,-1.49,773.03,162.048,0.94,1.56,1152,3.26E-04,0.02,10,0.97,7.11E-14,0.73,5.06,1.44,2.06,4.06,7.110141,292.916769,7.040493,271.298646
